codecommune,n_cantons,has_missing_canton,canton_list,canton_primary_audit,is_multi_canton,canton
1026,1,FALSE,0102,0102,FALSE,0102
10260,1,FALSE,1005,1005,FALSE,1005
10261,1,FALSE,1015,1015,FALSE,1015
10262,1,FALSE,1015,1015,FALSE,1015
10263,1,FALSE,1011,1011,FALSE,1011
10264,1,FALSE,1010,1010,FALSE,1010
10265,1,FALSE,1033,1033,FALSE,1033
10266,1,FALSE,1001,1001,FALSE,1001
10267,1,FALSE,1018,1018,FALSE,1018
10268,1,FALSE,1016,1016,FALSE,1016
10269,1,FALSE,1002,1002,FALSE,1002
1027,1,FALSE,0120,0120,FALSE,0120
10270,1,FALSE,1017,1017,FALSE,1017
10271,1,FALSE,1020,1020,FALSE,1020
10272,1,FALSE,1002,1002,FALSE,1002
10273,1,FALSE,1018,1018,FALSE,1018
10274,1,FALSE,1020,1020,FALSE,1020
10275,1,FALSE,1020,1020,FALSE,1020
10276,1,FALSE,1001,1001,FALSE,1001
10277,1,FALSE,1013,1013,FALSE,1013
10278,1,FALSE,1007,1007,FALSE,1007
10279,1,FALSE,1008,1008,FALSE,1008
1028,1,FALSE,0130,0130,FALSE,0130
10280,1,FALSE,1020,1020,FALSE,1020
10281,1,FALSE,1029,1029,FALSE,1029
10282,1,FALSE,1029,1029,FALSE,1029
10283,1,FALSE,1006,1006,FALSE,1006
10284,1,FALSE,1026,1026,FALSE,1026
